"WATER_SYSTEM_NUMBER","WATER_SYSTEM_NAME","CITY","COUNTY","ZIPCODE","CLASSIFICATION","POPULATION","SERVICE_CONNECTIONS","REGULATING_AGENCY","VIOLATION_NUMBER","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","VIOL_BEGIN_DATE","VIOL_END_DATE","ENF_ACTION_NUMBER","ENF_ACTION_ISSUE_DATE","ENF_ACTION_TYPE_ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913009","MCL,  AVERAGE","ARSENIC","0.03 MG/L",NA,2013-10-01,2013-12-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913009","MCL,  AVERAGE","ARSENIC","0.03 MG/L",NA,2013-10-01,2013-12-31,"913027",2009-02-13,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913010","MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"9913010",2014-01-03,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913010","MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L",2014-01-01,2014-03-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913011","MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913011","MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L",2014-04-01,2014-06-30,"9913010",2014-01-03,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913012","MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"9913010",2014-01-03,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913012","MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913013","MCL,  AVERAGE","ARSENIC","0.033 MG/L",NA,2014-10-01,2014-12-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913014","MCL,  AVERAGE","ARSENIC","0.033 MG/L",NA,2015-01-01,2015-03-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913017","MCL,  AVERAGE","ARSENIC","0.30 MG/L",NA,2015-04-01,2015-06-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913018","MCL,  AVERAGE","ARSENIC","0.034 MG/L",NA,2016-04-01,2016-06-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913019","MCL,  AVERAGE","ARSENIC","0.027 MG/L",NA,2015-07-01,2015-09-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913020","MCL,  AVERAGE","ARSENIC","0.026 MG/L",NA,2015-10-01,2015-12-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913021","MCL,  AVERAGE","ARSENIC","0.034 MG/L",NA,2016-01-01,2016-03-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913022","MCL,  AVERAGE","ARSENIC","0.043 MG/L",NA,2016-07-01,2016-09-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913023","MCL,  AVERAGE","ARSENIC","0.035 MG/L",NA,2016-10-01,2016-12-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913024","MCL,  AVERAGE","ARSENIC","0.023 MG/L",NA,2017-01-01,2017-03-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913025","MCL,  AVERAGE","ARSENIC","0.0245 MG/L",NA,2017-04-01,2017-06-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913026","MCL,  AVERAGE","ARSENIC","0.024 MG/L",NA,2017-07-01,2017-09-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913027","MCL,  AVERAGE","ARSENIC","0.023 MG/L",NA,2017-10-01,2017-12-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913028","MCL,  AVERAGE","ARSENIC","0.017 MG/L",NA,2018-01-01,2018-03-31,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913029","MCL,  AVERAGE","ARSENIC","0.0245 MG/L",NA,2018-04-01,2018-06-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2610003","BRIDGEPORT PUD","BRIDGEPORT","MONO","93517","COMMUNITY","2150","293","DISTRICT 13 - SAN BERNARDINO","9913030","MCL,  AVERAGE","ARSENIC","0.0242 MG/L",NA,2018-07-01,2018-09-30,"9913012",2015-03-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1200013","MCL, SINGLE SAMPLE","ARSENIC",".083 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1200013","MCL, SINGLE SAMPLE","ARSENIC",".083 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"1205360",2009-01-22,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1200015","MCL, SINGLE SAMPLE","ARSENIC",".083 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1200015","MCL, SINGLE SAMPLE","ARSENIC",".083 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"1205360",2009-01-22,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1500020","MCL, SINGLE SAMPLE","ARSENIC",".072 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1500024","MCL,  AVERAGE","ARSENIC",".072 MG/L","0.010 MG/L",2015-07-01,2015-09-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1500024","MCL,  AVERAGE","ARSENIC",".072 MG/L","0.010 MG/L",2015-07-01,2015-09-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1500025","MCL,  AVERAGE","ARSENIC",".072 MG/L","0.010 MG/L",2015-04-01,2015-06-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1500025","MCL,  AVERAGE","ARSENIC",".072 MG/L","0.010 MG/L",2015-04-01,2015-06-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1500026","MCL,  AVERAGE","ARSENIC",".072 MG/L","0.010 MG/L",2015-01-01,2015-04-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600027","MCL,  AVERAGE","ARSENIC",".073 MG/L","0.010 MG/L",2015-10-01,2015-12-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600027","MCL,  AVERAGE","ARSENIC",".073 MG/L","0.010 MG/L",2015-10-01,2015-12-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600028","MCL,  AVERAGE","ARSENIC",".077 MG/L","0.010 MG/L",2016-01-01,2016-03-31,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600028","MCL,  AVERAGE","ARSENIC",".077 MG/L","0.010 MG/L",2016-01-01,2016-03-31,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600029","MCL,  AVERAGE","ARSENIC",".078 MG/L",".010 MG/L",2016-04-01,2016-06-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600029","MCL,  AVERAGE","ARSENIC",".078 MG/L",".010 MG/L",2016-04-01,2016-06-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600030","MCL,  AVERAGE","ARSENIC",".078 MG/L",".010 MG/L",2016-07-10,2016-09-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600030","MCL,  AVERAGE","ARSENIC",".078 MG/L",".010 MG/L",2016-07-10,2016-09-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600031","MCL,  AVERAGE","ARSENIC",".080 MG/L",NA,2016-10-01,2016-12-31,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600031","MCL,  AVERAGE","ARSENIC",".080 MG/L",NA,2016-10-01,2016-12-31,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600032","MCL,  AVERAGE","ARSENIC","0.080 MG/L","0.010 MG/L",2017-01-01,2017-03-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600032","MCL,  AVERAGE","ARSENIC","0.080 MG/L","0.010 MG/L",2017-01-01,2017-03-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600033","MCL,  AVERAGE","ARSENIC","0.08 MG/L","0.01 MG/L",2017-04-01,2017-06-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600033","MCL,  AVERAGE","ARSENIC","0.08 MG/L","0.01 MG/L",2017-04-01,2017-06-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600034","MCL,  AVERAGE","ARSENIC",".081 MG/L",".010 MG/L",2017-07-01,2017-09-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600034","MCL,  AVERAGE","ARSENIC",".081 MG/L",".010 MG/L",2017-07-01,2017-09-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600035","MCL,  AVERAGE","ARSENIC",".081 MG/L",".010 MG/L",2017-10-01,2017-12-31,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600035","MCL,  AVERAGE","ARSENIC",".081 MG/L",".010 MG/L",2017-10-01,2017-12-31,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600037","MCL,  AVERAGE","ARSENIC",".08 MG/L",".01 MG/L",2018-01-01,2018-03-31,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600037","MCL,  AVERAGE","ARSENIC",".08 MG/L",".01 MG/L",2018-01-01,2018-03-31,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600038","MCL,  AVERAGE","ARSENIC",".070 MG/L",".010 MG/L",2018-04-01,2018-06-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600038","MCL,  AVERAGE","ARSENIC",".070 MG/L",".010 MG/L",2018-04-01,2018-06-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600039","MCL,  AVERAGE","ARSENIC",".070 MG/L","0.010 MG/L",2018-07-01,2018-09-30,"1506103",2015-06-18,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700536","CORRAL DE TIERRA ESTATES WC","SALINAS","MONTEREY","93908","COMMUNITY","45","16","LPA57 - MONTEREY COUNTY","1600039","MCL,  AVERAGE","ARSENIC",".070 MG/L","0.010 MG/L",2018-07-01,2018-09-30,"1506102",2015-06-18,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1200014","MCL, SINGLE SAMPLE","NITRATE","48. MG/L","45 MG/L",2012-10-01,2012-12-31,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1300015","MCL, SINGLE SAMPLE","NITRATE","59. MG/L","45 MG/L",2013-01-01,2013-03-31,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1400016","MCL, SINGLE SAMPLE","NITRATE","52. MG/L","45 MG/L",2013-10-01,2013-12-31,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1400017","MCL, SINGLE SAMPLE","NITRATE","49. MG/L","45 MG/L",2013-11-01,2013-11-30,"1405858",2013-12-20,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1400017","MCL, SINGLE SAMPLE","NITRATE","49. MG/L","45 MG/L",2013-11-01,2013-11-30,"1405857",2013-12-20,"INFORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1400017","MCL, SINGLE SAMPLE","NITRATE","49. MG/L","45 MG/L",2013-11-01,2013-11-30,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1400018","MCL, SINGLE SAMPLE","NITRATE","47. MG/L","45 MG/L",2014-01-01,2014-03-31,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1400019","MCL, SINGLE SAMPLE","NITRATE","56. MG/L","45 MG/L",2014-04-01,2014-06-30,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1500020","MCL, SINGLE SAMPLE","NITRATE","53. MG/L","45 MG/L",2014-07-01,2014-09-30,"1405858",2013-12-20,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1500020","MCL, SINGLE SAMPLE","NITRATE","53. MG/L","45 MG/L",2014-07-01,2014-09-30,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1600023","MCL, SINGLE SAMPLE","NITRATE-NITRITE","12. MG/L","10 MG/L",2015-07-01,2015-09-30,"1405858",2013-12-20,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700665","OAK HEIGHTS W & R CO INC","SALINAS","MONTEREY","93907","COMMUNITY","105","35","LPA57 - MONTEREY COUNTY","1600023","MCL, SINGLE SAMPLE","NITRATE-NITRITE","12. MG/L","10 MG/L",2015-07-01,2015-09-30,"804361",2008-03-27,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700686","GARLEN COURT WS","SALINAS","MONTEREY","93907","COMMUNITY","69","23","LPA57 - MONTEREY COUNTY","1500016","MCL, SINGLE SAMPLE","NITRATE","49. MG/L","45 MG/L",2015-01-01,2015-03-31,"804334",2008-05-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700686","GARLEN COURT WS","SALINAS","MONTEREY","93907","COMMUNITY","69","23","LPA57 - MONTEREY COUNTY","1500016","MCL, SINGLE SAMPLE","NITRATE","49. MG/L","45 MG/L",2015-01-01,2015-03-31,"1105119",2008-12-15,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700686","GARLEN COURT WS","SALINAS","MONTEREY","93907","COMMUNITY","69","23","LPA57 - MONTEREY COUNTY","1500017","MCL, SINGLE SAMPLE","NITRATE","11 MG/L","10 MG/L",2017-07-01,2017-09-30,"1105119",2008-12-15,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700686","GARLEN COURT WS","SALINAS","MONTEREY","93907","COMMUNITY","69","23","LPA57 - MONTEREY COUNTY","1500018","MCL,  AVERAGE","NITRATE","11 MG/L","10 MG/L",2017-10-01,2017-12-31,"1105119",2008-12-15,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1200044","MCL,  AVERAGE","NITRATE","63 MG/L","45 MG/L",2012-01-01,2012-03-31,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1200045","MCL, SINGLE SAMPLE","NITRATE","73. MG/L","45 MG/L",2012-04-01,2012-06-30,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1200047","MCL, SINGLE SAMPLE","NITRATE","73. MG/L","45 MG/L",2012-10-01,2012-12-31,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1300046","MCL, SINGLE SAMPLE","NITRATE","79. MG/L","45 MG/L",2012-07-01,2012-09-30,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1300048","MCL, SINGLE SAMPLE","NITRATE","74. MG/L","45 MG/L",2013-01-01,2013-03-31,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1300048","MCL, SINGLE SAMPLE","NITRATE","74. MG/L","45 MG/L",2013-01-01,2013-03-31,"703734",2006-11-08,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1300049","MCL, SINGLE SAMPLE","NITRATE","72. MG/L","45 MG/L",2013-04-01,2013-06-30,"301883",2015-02-05,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1300049","MCL, SINGLE SAMPLE","NITRATE","72. MG/L","45 MG/L",2013-04-01,2013-06-30,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1400050","MCL, SINGLE SAMPLE","NITRATE","68. MG/L","45 MG/L",2013-07-01,2013-09-30,"603352",2006-03-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA2700738","SAN MIGUEL WS #01","ROYAL OAKS","MONTEREY","95076","COMMUNITY","100","34","LPA57 - MONTEREY COUNTY","1400050","MCL, SINGLE SAMPLE","NITRATE","68. MG/L","45 MG/L",2013-07-01,2013-09-30,"301883",2015-02-05,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
