"WATER_SYSTEM_NUMBER","WATER_SYSTEM_NAME","CITY","COUNTY","ZIPCODE","CLASSIFICATION","POPULATION","SERVICE_CONNECTIONS","REGULATING_AGENCY","VIOLATION_NUMBER","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","VIOL_BEGIN_DATE","VIOL_END_DATE","ENF_ACTION_NUMBER","ENF_ACTION_ISSUE_DATE","ENF_ACTION_TYPE_ISSUED"
"CA3301535","RANCHO CARRILLO MWC","LAKE ELSINORE","RIVERSIDE","92693","COMMUNITY","168","74","LPA63 - RIVERSIDE COUNTY","9900007","MCL, SINGLE SAMPLE","NITRATE","11.7 MG/L","10 MG/L",2017-01-01,2017-03-31,"9701783",2017-05-24,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3301535","RANCHO CARRILLO MWC","LAKE ELSINORE","RIVERSIDE","92693","COMMUNITY","168","74","LPA63 - RIVERSIDE COUNTY","9900008","MCL, SINGLE SAMPLE","NITRATE","11.7 MG/L",NA,2017-04-01,2017-06-30,"9701783",2017-05-24,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3301535","RANCHO CARRILLO MWC","LAKE ELSINORE","RIVERSIDE","92693","COMMUNITY","168","74","LPA63 - RIVERSIDE COUNTY","9900009","MCL, SINGLE SAMPLE","NITRATE","11.1 MG/L",NA,2017-07-01,2017-09-30,"9701783",2017-05-24,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3301535","RANCHO CARRILLO MWC","LAKE ELSINORE","RIVERSIDE","92693","COMMUNITY","168","74","LPA63 - RIVERSIDE COUNTY","9900009","MCL, SINGLE SAMPLE","NITRATE","11.1 MG/L",NA,2017-07-01,2017-09-30,"9701786",2018-12-26,"RETURN TO COMPLIANCE"
"CA3310003","BLYTHE - CITY OF","BLYTHE","RIVERSIDE","92225","COMMUNITY","12348","3387","DISTRICT 20 - RIVERSIDE","9620004","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","63.5 UG/L","60 UG/L",2016-01-01,2016-03-31,"9620008",2016-04-26,"RETURN TO COMPLIANCE"
"CA3310003","BLYTHE - CITY OF","BLYTHE","RIVERSIDE","92225","COMMUNITY","12348","3387","DISTRICT 20 - RIVERSIDE","9620004","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","63.5 UG/L","60 UG/L",2016-01-01,2016-03-31,"9620007",2016-03-09,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310016","HEMET, CITY OF","HEMET","RIVERSIDE","92545","COMMUNITY","29982","9301","DISTRICT 20 - RIVERSIDE","920010","MCL, SINGLE SAMPLE","NITRATE","47 MG/L","45 MG/L",2014-05-01,2014-05-31,"1020011",2014-06-04,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310016","HEMET, CITY OF","HEMET","RIVERSIDE","92545","COMMUNITY","29982","9301","DISTRICT 20 - RIVERSIDE","920010","MCL, SINGLE SAMPLE","NITRATE","47 MG/L","45 MG/L",2014-05-01,2014-05-31,"1020012",2014-06-23,"RETURN TO COMPLIANCE"
"CA3310017","SOUTH MESA WC","CALIMESA","RIVERSIDE","92320","COMMUNITY","12264","2955","DISTRICT 20 - RIVERSIDE","1020006","MCL,  AVERAGE","FLUORIDE","2.1 MG/L","2.0 MG/L",2014-04-01,2014-06-30,"1120007",2014-10-21,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310017","SOUTH MESA WC","CALIMESA","RIVERSIDE","92320","COMMUNITY","12264","2955","DISTRICT 20 - RIVERSIDE","1020006","MCL,  AVERAGE","FLUORIDE","2.1 MG/L","2.0 MG/L",2014-04-01,2014-06-30,"1120008",2014-10-24,"RETURN TO COMPLIANCE"
"CA3310017","SOUTH MESA WC","CALIMESA","RIVERSIDE","92320","COMMUNITY","12264","2955","DISTRICT 20 - RIVERSIDE","1020007","MCL,  AVERAGE","FLUORIDE","2.1 MG/L","2.0 MG/L",2014-07-01,2014-09-30,"1120008",2014-10-24,"RETURN TO COMPLIANCE"
"CA3310017","SOUTH MESA WC","CALIMESA","RIVERSIDE","92320","COMMUNITY","12264","2955","DISTRICT 20 - RIVERSIDE","1020007","MCL,  AVERAGE","FLUORIDE","2.1 MG/L","2.0 MG/L",2014-07-01,2014-09-30,"1120007",2014-10-21,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310019","IDYLLWILD WATER DISTRICT","IDYLLWILD","RIVERSIDE","92549","COMMUNITY","2500","1649","DISTRICT 20 - RIVERSIDE","9920005","MCL, LRAA","TTHM","0.0871 MG/L","0.080 MG/L",2018-04-01,2018-06-30,"9520003",2018-09-10,"RETURN TO COMPLIANCE"
"CA3310019","IDYLLWILD WATER DISTRICT","IDYLLWILD","RIVERSIDE","92549","COMMUNITY","2500","1649","DISTRICT 20 - RIVERSIDE","9920005","MCL, LRAA","TTHM","0.0871 MG/L","0.080 MG/L",2018-04-01,2018-06-30,"9520002",2018-07-09,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310019","IDYLLWILD WATER DISTRICT","IDYLLWILD","RIVERSIDE","92549","COMMUNITY","2500","1649","DISTRICT 20 - RIVERSIDE","9920006","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)",".0648 MG/L","0.060 MG/L",2018-04-01,2018-06-30,"9520003",2018-09-10,"RETURN TO COMPLIANCE"
"CA3310019","IDYLLWILD WATER DISTRICT","IDYLLWILD","RIVERSIDE","92549","COMMUNITY","2500","1649","DISTRICT 20 - RIVERSIDE","9920006","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)",".0648 MG/L","0.060 MG/L",2018-04-01,2018-06-30,"9520002",2018-07-09,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310040","FERN VALLEY WD","IDYLLWILD","RIVERSIDE","92549","COMMUNITY","900","1185","DISTRICT 20 - RIVERSIDE","9220003","RES DISINFECT CONCENTRATION (SWTR)","CHLORINE",NA,NA,2013-01-18,2013-01-18,"9720006",2013-01-19,"RETURN TO COMPLIANCE"
"CA3310040","FERN VALLEY WD","IDYLLWILD","RIVERSIDE","92549","COMMUNITY","900","1185","DISTRICT 20 - RIVERSIDE","9220003","RES DISINFECT CONCENTRATION (SWTR)","CHLORINE",NA,NA,2013-01-18,2013-01-18,"9720005",2013-03-28,"INFORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920006","MCL,  AVERAGE","TTHM","0.0906 MG/L","0.080 MG/L",2013-04-01,2013-06-30,"9920025",2014-09-24,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920006","MCL,  AVERAGE","TTHM","0.0906 MG/L","0.080 MG/L",2013-04-01,2013-06-30,"9920007",2013-09-12,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920007","MCL,  AVERAGE","TTHM","0.092 MG/L","0.080 MG/L",2013-07-01,2013-09-30,"9920025",2014-09-24,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920007","MCL,  AVERAGE","TTHM","0.092 MG/L","0.080 MG/L",2013-07-01,2013-09-30,"9920008",2013-10-29,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920009","MCL,  AVERAGE","TTHM","0.0893 MG/L","0.080 MG/L",2013-10-01,2013-12-31,"9920010",2014-01-22,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920009","MCL,  AVERAGE","TTHM","0.0893 MG/L","0.080 MG/L",2013-10-01,2013-12-31,"9920025",2014-09-24,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920014","MCL,  AVERAGE","TTHM","85 UG/L","80 UG/L",2014-01-01,2014-03-31,"9920025",2014-09-24,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920014","MCL,  AVERAGE","TTHM","85 UG/L","80 UG/L",2014-01-01,2014-03-31,"9920017",2014-05-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920017","MCL,  AVERAGE","TTHM","94 UG/L","80 UG/L",2014-04-01,2014-06-30,"9920020",2014-08-01,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920017","MCL,  AVERAGE","TTHM","94 UG/L","80 UG/L",2014-04-01,2014-06-30,"9920025",2014-09-24,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920019","MCL,  AVERAGE","TTHM","0.098 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"9920026",2015-09-09,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920019","MCL,  AVERAGE","TTHM","0.098 MG/L","0.080 MG/L",2014-10-01,2014-12-31,"9920022",2015-01-16,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920020","MCL,  AVERAGE","TTHM","83 UG/L","80 UG/L",2015-01-01,2015-03-31,"9920023",2015-04-06,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920020","MCL,  AVERAGE","TTHM","83 UG/L","80 UG/L",2015-01-01,2015-03-31,"9920026",2015-09-09,"RETURN TO COMPLIANCE"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920021","MCL,  AVERAGE","TTHM","91.4 UG/L","80 UG/L",2015-04-01,2015-06-30,"9920024",2015-07-07,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310800","CALIFORNIA REHABILITATION CENTER - NORCO","NORCO","RIVERSIDE","92860","COMMUNITY","3800","1357","DISTRICT 20 - RIVERSIDE","9920021","MCL,  AVERAGE","TTHM","91.4 UG/L","80 UG/L",2015-04-01,2015-06-30,"9920026",2015-09-09,"RETURN TO COMPLIANCE"
"CA3310801","BAUTISTA CC NO. 36","HEMET","RIVERSIDE","92544","COMMUNITY","120","1","DISTRICT 20 - RIVERSIDE","9620006","MCL,  AVERAGE","BROMATE","0.022 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"9720007",2015-12-31,"RETURN TO COMPLIANCE"
"CA3310801","BAUTISTA CC NO. 36","HEMET","RIVERSIDE","92544","COMMUNITY","120","1","DISTRICT 20 - RIVERSIDE","9620006","MCL,  AVERAGE","BROMATE","0.022 MG/L","0.010 MG/L",2014-10-01,2014-12-31,"9720006",2015-03-16,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310801","BAUTISTA CC NO. 36","HEMET","RIVERSIDE","92544","COMMUNITY","120","1","DISTRICT 20 - RIVERSIDE","9620007","MCL,  AVERAGE","BROMATE","0.016 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"9720006",2015-03-16,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310801","BAUTISTA CC NO. 36","HEMET","RIVERSIDE","92544","COMMUNITY","120","1","DISTRICT 20 - RIVERSIDE","9620007","MCL,  AVERAGE","BROMATE","0.016 MG/L","0.010 MG/L",2014-07-01,2014-09-30,"9720007",2015-12-31,"RETURN TO COMPLIANCE"
"CA3310802","CHUCKAWALLA VALLEY STATE PRISON","BLYTHE","RIVERSIDE","92226","COMMUNITY","6000","2143","DISTRICT 20 - RIVERSIDE","1120009","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"9420006",2013-03-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310802","CHUCKAWALLA VALLEY STATE PRISON","BLYTHE","RIVERSIDE","92226","COMMUNITY","6000","2143","DISTRICT 20 - RIVERSIDE","1120009","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"9420007",2013-10-24,"RETURN TO COMPLIANCE"
"CA3310802","CHUCKAWALLA VALLEY STATE PRISON","BLYTHE","RIVERSIDE","92226","COMMUNITY","6000","2143","DISTRICT 20 - RIVERSIDE","1120010","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"9420007",2013-10-24,"RETURN TO COMPLIANCE"
"CA3310802","CHUCKAWALLA VALLEY STATE PRISON","BLYTHE","RIVERSIDE","92226","COMMUNITY","6000","2143","DISTRICT 20 - RIVERSIDE","1120010","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"9420006",2013-03-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310802","CHUCKAWALLA VALLEY STATE PRISON","BLYTHE","RIVERSIDE","92226","COMMUNITY","6000","2143","DISTRICT 20 - RIVERSIDE","1120011","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"9420006",2013-03-14,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3310802","CHUCKAWALLA VALLEY STATE PRISON","BLYTHE","RIVERSIDE","92226","COMMUNITY","6000","2143","DISTRICT 20 - RIVERSIDE","1120011","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"9420007",2013-10-24,"RETURN TO COMPLIANCE"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200003","MCL,  AVERAGE","ARSENIC",".024 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"1200575",2012-04-12,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200003","MCL,  AVERAGE","ARSENIC",".024 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"1300620",2012-04-22,"RETURN TO COMPLIANCE"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200004","MCL,  AVERAGE","ARSENIC",".02425 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"1300620",2012-04-22,"RETURN TO COMPLIANCE"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200004","MCL,  AVERAGE","ARSENIC",".02425 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"1200575",2012-04-12,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200005","MCL,  AVERAGE","ARSENIC",".013 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"1300620",2012-04-22,"RETURN TO COMPLIANCE"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200005","MCL,  AVERAGE","ARSENIC",".013 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"1200575",2012-04-12,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200006","MCL,  AVERAGE","ARSENIC",".0125 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"1300620",2012-04-22,"RETURN TO COMPLIANCE"
"CA3400169","SPINDRIFT MARINA","ISLETON","SACRAMENTO","95641","COMMUNITY","100","50","LPA64 - SACRAMENTO COUNTY","1200006","MCL,  AVERAGE","ARSENIC",".0125 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"1200575",2012-04-12,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200014","MCL,  AVERAGE","ARSENIC",".017175 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"900389",2008-01-01,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200014","MCL,  AVERAGE","ARSENIC",".017175 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"800344",2008-12-04,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200014","MCL,  AVERAGE","ARSENIC",".017175 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"1300614",2012-12-31,"RETURN TO COMPLIANCE"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200015","MCL,  AVERAGE","ARSENIC",".016125 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"1300614",2012-12-31,"RETURN TO COMPLIANCE"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200015","MCL,  AVERAGE","ARSENIC",".016125 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"800344",2008-12-04,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200016","MCL,  AVERAGE","ARSENIC",".010525 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"800344",2008-12-04,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200016","MCL,  AVERAGE","ARSENIC",".010525 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"900389",2008-01-01,"OTHER INFORMAL ENFORCEMENT ACTION TAKEN"
"CA3400248","FRANKLIN ELEMENTARY SCHOOL","ELK GROVE","SACRAMENTO","95757","NON-TRANSIENT NON-COMMUNITY","650","11","LPA64 - SACRAMENTO COUNTY","1200016","MCL,  AVERAGE","ARSENIC",".010525 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"1300614",2012-12-31,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200013","MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"1500682",2015-11-30,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200013","MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200013","MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L",2012-01-01,2012-03-31,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200014","MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"1500682",2015-11-30,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200014","MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200014","MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L",2012-04-01,2012-06-30,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200015","MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200015","MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"1500682",2015-11-30,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200015","MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L",2012-07-01,2012-09-30,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200016","MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200016","MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1200016","MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L",2012-10-01,2012-12-31,"1500682",2015-11-30,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300017","MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"1500682",2015-11-30,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300017","MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300017","MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L",2013-01-01,2013-03-31,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300018","MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300018","MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300018","MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L",2013-04-01,2013-06-30,"1500682",2015-11-30,"RETURN TO COMPLIANCE"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300019","MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"900392",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
"CA3400364","JEAN HARVIE SCHOOL [SWS]","WALNUT GROVE","SACRAMENTO","95690","NON-TRANSIENT NON-COMMUNITY","30","2","LPA64 - SACRAMENTO COUNTY","1300019","MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L",2013-07-01,2013-09-30,"900391",2009-07-28,"FORMAL ENFORCEMENT ACTION ISSUED"
